[2025-11-09 00:10:38] [INFO] 删除版本: ID=25, admin v1.0.13
[2025-11-09 00:10:49] [INFO] 删除版本: ID=22, admin v1.0.11
[2025-11-09 00:10:59] [INFO] 删除版本: ID=20, admin v1.0.10
[2025-11-09 00:11:03] [INFO] 删除版本: ID=19, admin v1.0.9
[2025-11-09 00:11:07] [INFO] 删除版本: ID=18, admin v1.0.8
[2025-11-09 00:11:12] [INFO] 删除版本: ID=9, api v1.0.3
[2025-11-09 00:11:14] [INFO] 删除版本: ID=15, api v1.0.1
[2025-11-09 00:11:17] [INFO] 删除版本: ID=14, api v1.0.0
[2025-11-09 00:34:48] [INFO] 删除版本: ID=30, admin v1.0.13
[2025-11-09 00:34:56] [INFO] 删除版本: ID=28, admin v1.0.11
[2025-11-09 00:35:07] [INFO] 删除版本: ID=27, admin v1.0.10
[2025-11-09 00:35:10] [INFO] 删除版本: ID=29, admin v1.0.9
[2025-11-09 00:35:16] [INFO] 删除版本: ID=26, admin v1.0.8
[2025-11-09 00:35:19] [INFO] 删除版本: ID=32, api v1.0.0
[2025-11-09 00:35:23] [INFO] 删除版本: ID=31, api v1.0.3
[2025-11-09 00:35:26] [INFO] 删除版本: ID=33, api v1.0.1
[2025-11-09 00:47:51] [INFO] 添加许可证: 422L-75V0-3MU8-NXPB-LNLG-B90E - 客户: z
[2025-11-09 00:50:32] [INFO] 重置许可证绑定ID: 11
[2025-11-09 01:43:02] [INFO] 更新许可证ID: 11
[2025-11-09 02:00:40] [WARNING] 删除许可证ID: 12
[2025-11-09 02:01:06] [WARNING] 删除许可证ID: 11
[2025-11-09 02:01:34] [INFO] 添加许可证: 0V09-8SGC-MKTW-39K7-WGS4-0IMU - 客户: 测试
[2025-11-09 02:14:17] [WARNING] 删除许可证ID: 13
[2025-11-09 02:14:31] [INFO] 添加许可证: IEYS-RS3C-TJYT-A9GN-6MS1-7JZF - 客户: 1
[2025-11-09 02:26:33] [INFO] 添加许可证: J8S2-G7QO-2492-HFLA-ASQ8-UYQ5 - 客户: 1
[2025-11-09 02:31:01] [WARNING] 删除许可证ID: 15
[2025-11-09 11:26:31] [ERROR] 许可证管理异常: SQLSTATE[HY093]: Invalid parameter number
[2025-11-09 11:33:02] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:55:44] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:56:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:56:53] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:57:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:58:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:59:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 11:59:40] [INFO] 更新版本: ID=43, admin v1.0.17
[2025-11-09 12:00:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:00:57] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:01:04] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:02:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:04:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:04:36] [INFO] 更新版本: ID=43, admin v1.0.17
[2025-11-09 12:05:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:06:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:06:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:07:08] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:07:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:08:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:08:38] [INFO] 更新版本: ID=43, admin v1.0.17
[2025-11-09 12:09:29] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:09:37] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:10:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:11:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:12:28] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:12:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:12:39] [INFO] 更新版本: ID=43, admin v1.0.17
[2025-11-09 12:13:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:14:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:15:18] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:15:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:16:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:17:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:17:44] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:17:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:17:51] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:18:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:19:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:20:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:21:20] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:21:38] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:21:46] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:22:22] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:23:22] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:27:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:28:19] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:28:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:29:37] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:30:24] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:30:37] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:31:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:31:19] [INFO] 更新版本: ID=43, admin v1.0.17
[2025-11-09 12:31:30] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:32:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:32:18] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:38:47] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:38:48] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:43:48] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:44:47] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:45:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:46:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:47:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:48:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:49:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:50:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:51:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:52:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:53:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:54:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:55:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:56:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:57:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:58:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 12:59:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:00:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:01:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:02:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:03:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:04:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:05:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:06:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:07:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:07:55] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:08:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:09:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:10:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:11:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:12:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:13:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:14:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:15:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:16:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:17:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:18:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:19:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:20:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:21:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:22:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:23:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:24:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:25:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:26:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:27:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:28:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:29:03] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:29:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:30:26] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:30:54] [INFO] 更新许可证ID: 14
[2025-11-09 13:31:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:31:50] [INFO] 切换许可证状态ID: 14
[2025-11-09 13:32:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:33:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:34:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:35:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:36:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:37:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:38:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:39:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:40:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:41:19] [INFO] 切换许可证状态ID: 14
[2025-11-09 13:41:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:42:25] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:42:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:43:46] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:44:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:45:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:46:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:47:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:48:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:49:45] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:50:35] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:51:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:52:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:53:13] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:54:10] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:55:10] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:55:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:56:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:56:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:57:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:57:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:58:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:58:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:59:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 13:59:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:00:10] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:00:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:01:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:01:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:02:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:02:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:03:10] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:03:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:04:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:04:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:05:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:05:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:06:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:06:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:07:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:07:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:08:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:08:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:09:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:09:49] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:10:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:10:50] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:11:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:12:10] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:12:36] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:13:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:13:56] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:13:57] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:13:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:14:01] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:14:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:14:31] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:14:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:15:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:15:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:16:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:16:44] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:16:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:17:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:17:32] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:17:33] [INFO] 版本检查: admin v1.0.17 -> v1.0.17, needUpdate: NO
[2025-11-09 14:17:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:18:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:18:40] [INFO] 版本检查: admin v1.0.17 -> v1.1.0, needUpdate: YES
[2025-11-09 14:18:58] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:19:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:19:09] [INFO] 版本检查: admin v1.0.17 -> v1.1.0, needUpdate: YES
[2025-11-09 14:19:15] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:19:20] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:20:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:20:15] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:21:08] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:21:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:22:06] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:22:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:22:19] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:23:06] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:23:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:24:06] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:24:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:25:06] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:25:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:25:59] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:26:06] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:26:09] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:26:14] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:26:27] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:27:15] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:27:27] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:28:15] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
[2025-11-09 14:28:27] [INFO] 版本列表查询: os=linux, arch=amd64, 找到 3 个组件
